Device,Management IP,Interface,Interface Status,Admin Status,Operational Status,Decom/Scream Test Candidate,Score Rate,VLAN,Mode,Native VLAN,Allowed VLANs,Circuit Vendor,Circuit IDs,Circuit Type,Circuit Directly Attached,Matched Keywords,Description,MAC Count,MAC Addresses,MAC Vendor,Device Type,Notes
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi2/0/3,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi2/0/4,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi2/0/5,down,admin down,down,Yes,1,,,,,Unknown,,,,,,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Gi0,up,up,up,No,0,,,,,Unknown,,,DDC1-EXT-GRT2,,DDC1-EXT-GRT2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu0,down,up,down,Yes,1,,,,,Unknown,,,SUN2-MDFA1-ART2,,SUN2-MDFA1-ART2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu1,down,up,down,Yes,1,,,,,Unknown,,,RiteAid,,RiteAid Tunnel to RTA1-MDFA1-ART2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu2,down,up,down,Yes,1,,,,,Unknown,,,T-SYSTEMS,,T-SYSTEMS,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu3,down,up,down,Yes,1,,,,,Unknown,,,T-SYSTEMS,,T-SYSTEMS,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu4,down,up,down,Yes,1,,,,,Unknown,,,cgz1-mdfa1-art2,,cgz1-mdfa1-art2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu5,down,up,down,Yes,1,,,,,Unknown,,,Tunnel,,Tunnel to SCL1-MDFA1-ART2 - FIVE9,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu6,down,up,down,Yes,1,,,,,Unknown,,,Tunnel,,Tunnel to SCD1-EXT-ART2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu7,down,up,down,Yes,1,,,,,Unknown,,,Tunnel,,Tunnel to ATL6-MDFA1-ART1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-EXT-GRT2,DDC1-EXT-GRT2,Tu8,down,up,down,Yes,1,,,,,Unknown,,,Tunnel,,Tunnel to HPD-EXT-ART1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/1,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-DSW2 | Eth3/1 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/2,connected,up,up,No,0,routed,,,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-DSW2 | Eth3/2 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/3,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU9077,,BU9077 ddcsp02b02-C7P04,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/4,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU113400,,BU113400 ddcsp04b02-C7P04,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/5,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU113400,,BU113400 ddcsp04c02-C7P04,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/6,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU9077,,BU9077 ddcsp02c02-C7P04,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/7,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-ASW1 | Eth1/3 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/8,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-ASW3 | Eth1/3 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/9,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-USON-SDX1,,DDC1-USON-SDX1 | Citrix NetScaler SDX 11520 | 10/1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/10,connected,up,up,Yes,0,131,access,1,,Unknown,,,UPLINK,,UPLINK | MDS-DDC-SW1 | Gig6/1 |,1,001d.a20f.982c,"Cisco Systems, Inc",Network Device,Vendor Unknown; Circuit ID Missing
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/11,connected,up,up,No,0,200,access,1,,Unknown,,,DDC1-USONME-FW3,,DDC1-USONME-FW3 E1/9,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/12,notconnec,up,down,Yes,1,500,access,1,,Unknown,,,BU9077,,BU9077 DDCDD98002 eth1c,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/13,connected,up,up,No,0,routed,,,,Unknown,,,UPLINK,,UPLINK | DDC1-MDFA1-RSW1 | Eth1/8 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/14,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/15,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/16,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/17,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/18,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/19,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/20,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/21,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/22,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/23,connected,up,up,No,0,1700,access,1,,Unknown,,,DDC1-USON-FW5,,DDC1-USON-FW5 E7 AE2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/24,connected,up,up,No,0,1700,access,1,,Unknown,,,DDC1-USON-FW5,,DDC1-USON-FW5 E8 AE2,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/25,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/26,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/27,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/28,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/29,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/30,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/31,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/32,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/33,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/34,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/35,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/36,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/37,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/38,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth3/39,connected,up,up,No,0,routed,,,,Unknown,,,UPLINK,,UPLINK | DDC1-MAN-ASW1 | Ten1/2 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/1,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-DSW2 | Eth4/1 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/2,connected,up,up,No,0,routed,,,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-DSW2 | Eth4/2 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/3,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU9077,,BU9077 ddcsp02b02-C10P04,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/4,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU113400,,BU113400 ddcsp04b02-C5P03,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/5,connected,up,up,No,0,routed,,,,Unknown,,,UPLINK,,UPLINK | DDC1-VCD-DSW1 | Eth1/40 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/7,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-ASW2 | Eth1/3 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/8,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-ASW4 | Eth1/3 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/9,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-USON-SDX2,,DDC1-USON-SDX2 | Citrix NetScaler SDX 11520 | 10/1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/10,notconnec,up,down,Yes,1,133,access,1,,Unknown,,,DDC-MDS-SW2,,DDC-MDS-SW2 Gig6/1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/11,connected,up,up,No,0,200,access,1,,Unknown,,,DDC1-USONME-FW3,,DDC1-USONME-FW3 E1/5,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/12,connected,up,up,Yes,0,500,access,1,,Unknown,,,BU9077,,BU9077 DDCDD98001 eth1c,1,0060.16b6.0fbe,CLARIION,Unknown,Vendor Unknown; Circuit ID Missing
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/13,connected,up,up,No,0,routed,,,,Unknown,,,UPLINK,,UPLINK | DDC1-IDFA1-LSW11 | Eth1/36 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/14,notconnec,up,down,Yes,1,112,access,1,,Unknown,,,qa-g2-ora-rac-01,,qa-g2-ora-rac-01,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/15,notconnec,up,down,Yes,1,145,access,1,,Unknown,,,qa-g2-ora-rac-01_private,,qa-g2-ora-rac-01_private,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/16,notconnec,up,down,Yes,1,112,access,1,,Unknown,,,qa-g2-ora-rac-02,,qa-g2-ora-rac-02,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/17,notconnec,up,down,Yes,1,145,access,1,,Unknown,,,qa-g2-ora-rac-02_private,,qa-g2-ora-rac-02_private,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/18,notconnec,up,down,Yes,1,112,access,1,,Unknown,,,qa-g2-ora-1,,qa-g2-ora-1,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/19,notconnec,up,down,Yes,1,145,access,1,,Unknown,,,qa-g2-ora-1_private,,qa-g2-ora-1_private,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/20,notconnec,up,down,Yes,1,112,access,1,,Unknown,,,usodqlpdo001,,usodqlpdo001,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/21,notconnec,up,down,Yes,1,145,access,1,,Unknown,,,usodqlpdo001_private,,usodqlpdo001_private,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/22,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/23,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/24,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/25,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/26,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/27,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/28,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/29,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/30,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/31,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/32,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/33,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/34,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/35,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/36,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/37,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/38,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW1,DDC1-USON-DSW1,Eth4/39,notconnec,up,down,Yes,1,1,access,1,,Unknown,,,DDC1-SPN-XSW1,,DDC1-SPN-XSW1 SPAN/Tap Link,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/1,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-DSW1 | Eth3/1 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/2,connected,up,up,No,0,routed,,,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-DSW1 | Eth3/2 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/3,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU9077,,BU9077 ddcsp02b02-C5P03,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/4,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU113400,,BU113400 ddcsp04b02-C10P04,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/5,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU113400,,BU113400 ddcsp04c02-C7P04,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/6,notconnec,up,down,Yes,1,trunk,trunk,1,,Unknown,,,BU9077,,BU9077 ddcsp02c02-C7P04,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/7,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-ASW1 | Eth1/4 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/8,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,UPLINK,,UPLINK | DDC1-USON-ASW3 | Eth1/4 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/9,connected,up,up,No,0,trunk,trunk,1,,Unknown,,,DDC1-USON-SDX1,,DDC1-USON-SDX1 | Citrix NetScaler SDX 11520 | 10/1,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/10,notconnec,up,down,Yes,1,132,access,1,,Unknown,,,DDC-MDS-SW1,,DDC-MDS-SW1 Gig6/2,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/11,connected,up,up,No,0,200,access,1,,Unknown,,,DDC1-USONME-FW4,,DDC1-USONME-FW4 E1/9,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/12,notconnec,up,down,Yes,1,500,access,1,,Unknown,,,BU9077,,BU9077 DDCDD98002 eth4c,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/13,connected,up,up,No,0,routed,,,,Unknown,,,UPLINK,,UPLINK | DDC1-MDFA1-RSW2 | Eth1/8 |,0,,Unknown,Unknown,Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/14,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/15,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
DDC1-USON-DSW2,DDC1-USON-DSW2,Eth3/16,sfpabsent,up,down,Yes,1,routed,,,,Unknown,,,--,,--,0,,Unknown,Unknown,Interface Down; Vendor Unknown; Circuit ID Missing; No MAC Addresses Learned
